,stock,price,needle strength,compilation,url
Gütermann Nähgarnset Allesnähgarn rPET - 20 Spulen,"
Lieferbar
","43,17","0,6 mm",100% Polyester,https://www.wollplatz.de/wolle/guetermann-naehgarnset-allesnaehgarn-rpet-20-spulen
Gütermann Nähgarnset Jeans - 5 Spulen,"
Lieferbar
","14,85",no data,no data,https://www.wollplatz.de/wolle/gutermann/guetermann-naehgarnset-jeans-5-spulen
Gütermann Nähgarnset Allesnähgarn - 20 Spulen,"
Lieferbar
","39,78",no data,100% Polyester,https://www.wollplatz.de/wolle/gutermann/guetermann-naehgarnset-allesnaehgarn-20-spulen
Gütermann Nähgarnset Allesnähgarn - 10 Spulen,"
Lieferbar
","19,33",no data,100% Polyester,https://www.wollplatz.de/wolle/gutermann/guetermann-naehgarnset-allesnaehgarn-10-spulen
DMC 1008F Mouliné Satin Stickgarn 8m S310,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","2,31",no data,no data,https://www.wollplatz.de/wolle/dmc/dmc-1008f-mouline-satin-stickgarn-8m
Gütermann Nähgarnset Denim - 6 Spulen,"
Lieferbar
","12,74",no data,100% Polyester,https://www.wollplatz.de/wolle/gutermann/guetermann-naehgarnset-denim-6-spulen
DMC 317W Mouliné Metallise Stickgarn 8m E130,"
Lieferbar
","3,39",no data,no data,https://www.wollplatz.de/wolle/dmc/dmc-317w-mouline-metallise-stickgarn-8m
DMC 417F Mouliné Variation Stickgarn 8m 4025,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","2,11",no data,no data,https://www.wollplatz.de/wolle/dmc/dmc-417f-mouline-variation-stickgarn-8m
DMC 117MC Mouliné Spécial Stickgarn 8m BLANC,"
Lieferbar
","1,77",no data,100% Baumwolle,https://www.wollplatz.de/wolle/dmc/dmc-117mc-mouline-special-stickgarn-8m
Gütermann Polyester Nähgarn 200m 000,"
Lieferbar
","3,88",no data,100% Polyester,https://www.wollplatz.de/wolle/gutermann/guetermann-polyester-naehgarn-200m
Durable Coral Mini 203 Light pink,"
Lieferbar
","1,18","2,5 - 3,5 mm",100% Mercerisierte Baumwolle,https://www.wollplatz.de/wolle/durable/durable-coral-mini
Durable Norwool Plus 000,"
Lieferbar
","4,18",4 - 5 mm,"40% Acryl, 40% Polyamide, 20% Wol",https://www.wollplatz.de/wolle/durable/durable-norwool-plus
Durable Norwool 000,"
Lieferbar
","2,21","3 - 3,5 mm","55% Acryl, 20% Schurwolle, 25% Polyamid",https://www.wollplatz.de/wolle/durable/durable-norwool
Durable Farbige Baumwolle No. 8 202,"
Lieferbar
","2,46","2,5 - 3 mm",100% Baumwolle,https://www.wollplatz.de/wolle/durable/durable-farbige-baumwolle-no-8
Lana Grossa Meilenweit 100 Puzzle 6122,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,38","2,5 - 3 mm","75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-100-puzzle
Lana Grossa Meilenweit 100 Denim Mix 7811,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84","2,5-3 mm","75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-100-denim-mix
Lana Grossa Cool Merino Print 105 Taupe/nougat/gray beige,"
Lieferbar
","7,82","5,5-6 mm","90% Schurwolle (Merino), 10% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cool-merino-print
Lana Grossa Cool Merino Uni 002 Fuchsia,"
Lieferbar
","7,82","5,5 - 6 mm","90% Schurwolle (Merino), 10% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cool-merino-uni
Lana Grossa Puno Due 002 Lilac/taupe,"
Lieferbar
","8,80","4 - 4,5 mm","63% Baumwolle, 37% Alpakawolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-puno-due
Lana Grossa Alpaca Moda 001 White,"
Lieferbar
","8,80",6 - 7 mm,"74% Alpaca, 13% Merino, 13% Polyamide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-alpaca-moda
Rico Baby Dream Tweed dk 001,"
Lieferbar
","5,40",4 mm,"45% Polyamid, 38% Polyacryl, 17% Viskose",https://www.wollplatz.de/wolle/lana-grossa/rico-baby-dream-tweed-dk
Rico Creative Mohair Melange 002,"
Lieferbar
","8,84",8 mm,"40% Schurwolle, 31% Mohair, 27% Acryl, 2% Polyamid",https://www.wollplatz.de/wolle/rico/rico-creative-mohair-melange
Rico Creative Melange Aran Wonderball 012,"
Lieferbar
","22,61",5 mm,no data,https://www.wollplatz.de/wolle/rico/rico-creative-melange-aran-wonderball
Rico Fashion Alpaca Bling Bling 001 Pastel,"
Lieferbar
","7,37",7 - 8 mm,"40% Baumwolle, 24% Alpakawolle, 18% Polyacryl, 8% Wolle, 5% Polyamid, 5% Metallisiertes Garn",https://www.wollplatz.de/wolle/rico/rico-fashion-alpaca-bling-bling
Rico Fashion Skinny Alpaca Aran 001 Pastel,"
Lieferbar
","10,81",4 mm mm,"48% Alpaka, 25% Schurwolle, 20% Polyamid, 7% Viskose",https://www.wollplatz.de/wolle/rico/rico-fashion-skinny-alpaca-aran
Durable Velvet 222 Bordeaux,"
Lieferbar
","5,80",3-5 mm,100% Polyester,https://www.wollplatz.de/wolle/durable/durable-velvet
Stylecraft Special DK Alle Farben Paket,"
Lieferbar
","290,12",4 mm,100% Acryl,https://www.wollplatz.de/pakete/rabattpakete/stylecraft-special-dk-alle-farben-paket
SMC Bravo 0002 Natur-tweed,"
Lieferbar
","1,62",3 - 4 mm,100% Acryl,https://www.wollplatz.de/wolle/smc-schachenmayr/smc-bravo
Drops Soft Tweed Mix 02 Marzipan,"
Lieferbar
","3,03",4 mm,"50% Wolle, 25% Alpakawolle, 25% Viscose",https://www.wollplatz.de/wolle/drops/drops-soft-tweed-mix
Drops Soft Tweed Uni Colour 01 Off white,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","3,03",4 mm,"50% Wolle, 25% Alpakawolle, 25% Viscose",https://www.wollplatz.de/wolle/drops/drops-soft-tweed-uni-colour
Pink Label Einführungspaket 1,"
In Kürze wieder auf Vorrat
","15,19",no data,no data,https://www.wollplatz.de/pakete/weitere-pakete/pink-label-einfuehrungspaket
Pink Label Acrylic Ribbon Alle Farben Paket,"
In Kürze wieder auf Vorrat
","31,08",6 - 7 mm,100% Acryl,https://www.wollplatz.de/pakete/weitere-pakete/pink-label-acrylic-ribbon-alle-farben-paket
Pink Label Cotton Tube Alle Farben Paket,"
Lieferbar
","38,36",4 - 5 mm,100% Baumwolle,https://www.wollplatz.de/pakete/weitere-pakete/pink-label-cotton-tube-alle-farben-paket
Lana Grossa Setasuri 01 White,"
Lieferbar
","7,82","3,5 - 4 mm","69% Alpaca, 31% Zijde",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-setasuri
Lana Grossa Ecopuno Tweed 301,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","8,80","4-4,5 mm","60% Baumwolle, 16% Polyester, 14% Alpaka, 10% Schurwolle Merino",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-ecopuno-tweed
Lana Grossa Silkhair Haze Mélange 1301 Black red mottled,"
Begrenzter Vorrat: 1
","7,82","4,5 - 5 mm","70% Mohair, 30% Seide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-silkhair-haze-melange
Lana Grossa Brigitte No.4 001 Ecru,"
Lieferbar
","7,82",4 - 5 mm,"80% Baumwolle, 20% Alpakawolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-brigitte-no4
Lana Grossa Romanza Cotone 09 Pistachio/petrol/black green/natural,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","4-4,5 mm","54% Katoen, 23% Linnen, 23% Viscose",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-romanza-cotone
Yarn and Colors Must-have 25  Farben Paket 1 Mixed,"
Lieferbar
","59,01","2-3,5 mm",100% Baumwolle,https://www.wollplatz.de/pakete/weitere-pakete/yarn-and-colors-must-have-25-farben-paket
Yarn and Colors Must-have 50 Farben Paket,"
Lieferbar
","110,64","2-3,5 mm",100% Baumwolle,https://www.wollplatz.de/pakete/weitere-pakete/yarn-and-colors-must-have-50-farben-paket
Yarn and Colors Must-have Alle Farben Paket,"
Lieferbar
","240,95","2-3,5 mm",100% Baumwolle,https://www.wollplatz.de/pakete/weitere-pakete/yarn-and-colors-must-have-alle-farben-paket
Schachenmayr Catania Alle Farben Paket,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","338,56","2,5-3,5 mm",100% Baumwolle,https://www.wollplatz.de/pakete/weitere-pakete/schachenmayr-catania-alle-farben-paket
Yarn and Colors Baby Fabulous Alle Farben Paket,"
Lieferbar
","94,66",4-5 mm,"45% Baumwolle, 55% Acryl",https://www.wollplatz.de/pakete/weitere-pakete/yarn-and-colors-baby-fabulous-alle-farben-paket
Pink Label Mixed Up Alle Farben Paket,"
Lieferbar
","78,43","2 - 2,5 mm","Katoen, Acryl",https://www.wollplatz.de/pakete/weitere-pakete/pink-label-mixed-up-alle-farben-paket
Pink Label Organic Cotton Alle Farben Paket,"
Lieferbar
","44,26","2 - 2,5 mm",100% Baumwolle,https://www.wollplatz.de/pakete/weitere-pakete/pink-label-organic-cotton-alle-farben-paket
Yarn and Colors Favorite Alle Farben Paket,"
Lieferbar
","68,84",3 mm,100% Baumwolle,https://www.wollplatz.de/pakete/weitere-pakete/yarn-and-colors-favorite-alle-farben-paket
Catania Trend 2021 Garnpaket,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","28,67","2,5-3,5 mm",100% Baumwolle,https://www.wollplatz.de/pakete/rabattpakete/catania-trend-2021-garnpaket
Durable Rope 203 Light pink,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",6-8 mm,"70% Recycelten Baumwolle, 30% Recycelten Polyester",https://www.wollplatz.de/wolle/durable/durable-rope
Katia Re-Tape 202 Grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,49","5,5-6 mm","52% Polyester, 48% Baumwolle",https://www.wollplatz.de/wolle/katia/katia-re-tape
Katia Paraiso 100 Pastels / Purple,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79","3-3,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/katia/katia-paraiso
Katia Pure 73 Red,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","4,5-5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/katia/katia-pure
Katia Eliseo 60 White,"
Lieferbar
","5,41","3,5-4 mm","90% Baumwolle 9% Polyester, 1% Polyamide",https://www.wollplatz.de/wolle/katia/katia-eliseo
Katia Pluma 70 Beige,"
Lieferbar
","5,41","4,5-5 mm","85% Baumwolle, 15% Polyamid ",https://www.wollplatz.de/wolle/katia/katia-pluma
Katia Cotton Cashmere Degradé 100,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","24,54","2,5-3,5 mm","90% Baumwolle, 10% Kaschmir ",https://www.wollplatz.de/wolle/katia/katia-cotton-cashmere-degrade
Pink Label Organic Cotton 012 Lizz - Cement grey,"
Lieferbar
","2,56","2 - 2,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/pink-label/pink-label-organic-cotton
Pink Label Cotton Tube 012 Lizz - Cement grey,"
Lieferbar
","3,54",4 - 5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/pink-label/pink-label-cotton-tube
Pink Label Acrylic Ribbon 018 Lisa - Taupe,"
Lieferbar
","4,43",6 - 7 mm,100% Acryl,https://www.wollplatz.de/wolle/pink-label/pink-label-acrylic-ribbon
Pink Label Hugg 991 Tara - Blue,"
Lieferbar
","4,18",5 - 6 mm,100% Polyester,https://www.wollplatz.de/wolle/pink-label/pink-label-hugg
Pink Label Mixed Up 010 Jessie - Smooth blue,"
Lieferbar
","2,70","2 - 2,5 mm","60% Baumwolle, 40% Acryl ",https://www.wollplatz.de/wolle/pink-label/pink-label-mixed-up
Yarn and Colors Gentle 001 White,"
Lieferbar
","1,97",5 mm,100% Recycelte Baumwolle,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-gentle
Yarn and Colors Amazing 001 White,"
Lieferbar
","3,20",4 mm,100% Recycelte Acryl,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-amazing
Lana Grossa Alta Moda Cotolana Print 102 Dark olive / olive / gray green / gray / burgundy / salmon,"
Lieferbar
","14,70","4,5-5 mm","45% Merinowolle, 45% Baumwolle, 10% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-alta-moda-cotolana-print
Lana Grossa Alessia 004 Golden yellow / light gray / gray brown,"
Begrenzter Vorrat: 94
","5,85","4,5-5 mm","76% Baumwolle, 20% Recyceltes Polyester, 4% Polyester",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-alessia
Lana Grossa Amoroso 001 Grège / green beige / light gray / sand yellow,"
Begrenzter Vorrat: 7
","12,74",4.5-5 mm,"33% Wolle 32% Acryl, 14% Seide, 14% Baumwolle, 7% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-amoroso
Lana Grossa Meilenweit 100 Solo Cotone Palma 3763,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82","3-3,5 mm","87% Baumwolle, 13% Polyester",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-100-solo-cotone-palma
Lana Grossa Meilenweit 100 Cotton Bamboo Sabbia 2465,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82","2,5-3 mm","40% Baumwolle, 25% Schurwolle, 20% Viskose (Bambus), 8% Polyamid, 7% Polyester",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-100-cotton-bamboo-sabbia
Lana Grossa Gomitolo Denim Grafitti 351 Yellow / pistachio / salmon / pink / light gray,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","24,54","3,5-4 mm","80% Baumwolle, 20% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-denim-graffiti
Lana Grossa Gomitolo Felice 715 Amber / curry / purple / pistachio / apricot,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","15,69","4-4,5 mm","70% Katoen, 30% Viscose",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-felice
Lana Grossa Gomitolo Sole 911 Gray,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","24,54","4 - 4,5 mm","58% Viskose, 42% Baumwolle ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-sole
Lana Grossa Gomitolo Pazzo 811 Brown / blue / gray colored,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","11,75","4,5-5 mm","52% Katoen, 48% Acryl",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-pazzo
Lana Grossa Per Fortuna 001 Rust,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","4-4,5 mm","74% Baumwolle, 26% Recyceltes Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-per-fortuna
Lana Grossa Allora 001 Yellow,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,80","3-3,5 mm","76% Baumwolle, 14% Merinowolle, 10% Alpakawolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-allora
Stylecraft Highland Heathers DK 3742 Granite,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","4,08",4 mm,100% Acryl,https://www.wollplatz.de/wolle/stylecraft/stylecraft-highland-heathers-dk
Lana Grossa Silkhair Haze Print 1209 Silver / Light Gray / Light Blue / Chocolate Brown,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","16,62","4,5-5 mm","70% Mohair, 30% Seide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-silkhair-haze-print
Drops Wish Uni Colour 04 Wheat,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","3,68",9 mm,"50% Alpaca, 33% Katoen, 17% Wol",https://www.wollplatz.de/wolle/drops/drops-wish-uni-colour
Drops Wish Naturel 01 Off white,"
Lieferbar
","3,68",9 mm,"50% Alpaca, 33% Katoen, 17% Wol",https://www.wollplatz.de/wolle/drops/drops-wish-naturel
Drops Wish Mix 02 White fog,"
Lieferbar
","3,68",9 mm,"50% Alpaca, 33% Katoen, 17% Wol",https://www.wollplatz.de/wolle/drops/drops-wish-mix
Katia United Socks 01,"
Lieferbar
","1,97","2,5 mm","75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/katia/katia-united-socks
Katia Australis 201,"
Begrenzter Vorrat: 3
","12,74","4,5-5,5 mm","70% Acryl, 30% Wolle ",https://www.wollplatz.de/wolle/katia/katia-australis
Katia Knit Ensemble 400 Off-white/Dark blue/Orange/Blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","22,57","5,5-6 mm","55% Schurwolle, 45% Acryl",https://www.wollplatz.de/wolle/katia/katia-knit-ensemble
Katia Soft Gratte 60 White,"
Lieferbar
","3,44","3-3,5 mm","80% Acryl, 20% Polyamid",https://www.wollplatz.de/wolle/katia/katia-soft-gratte
Katia Kaleido 301 Brown/Grey/Blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","10,33","3,5-4 mm","80% Acryl, 10% Mohair, 10% Polyamid",https://www.wollplatz.de/wolle/katia/katia-kaleido
Durable Piece of Cake 7001,"
Lieferbar
","7,28","2,5-3 mm","55% Baumwolle, 45% Acryl",https://www.wollplatz.de/wolle/durable/durable-piece-of-cake
Durable Colour Cake 6001,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","21,14",3 mm,"55% Baumwolle, 45% Acryl",https://www.wollplatz.de/wolle/durable/durable-colour-cake
Durable Cosy Fine Faded 227 Antique pink,"
Lieferbar
","3,44","4-4,5 mm","58% Baumwolle, 42% Acryl",https://www.wollplatz.de/wolle/durable/durable-cosy-fine-faded
Lang Yarns Wooladdicts Hope 003 Light grey mélange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79",9-10 mm,100% Merinowolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-wooladdicts-hope
Lang Yarns Wooladdicts Glory 003 Light grey mélange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,36",7-8 mm,100% Merinowolle,https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-wooladdicts-glory
Lang Yarns London 007 Lilac,"
Begrenzter Vorrat: 78
","5,85","4,5-5 mm","70% Wolle, 30% Acryl",https://www.wollplatz.de/wolle/lang-yarns/lang-yarns-london
Lang Yarns Mille Colori Socks & Lace 25,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79","2,5-3,5 mm","75% Wolle, 25% Polyamid",https://www.wollplatz.de/artikel/34421/lang-yarns-mille-colori-socks-lace.html
Lana Grossa Brigitte No.3 Color 101 Fuchsia / orange / pink,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","14,70","5,5-6 mm","40% Mohair, 37% Merinowolle, 23% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-brigitte-no3-color
Lana Grossa Cool Wool Hand-Dyed 107 Bombay,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","14,70","3-3,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cool-wool-hand-dyed
Lana Grossa Ecopuno Hand-Dyed 507 Surya,"
Lieferbar
","9,79","4-4,5 mm","72% Baumwolle, 17% Schurwolle (Merino), 11% Alpaka",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-ecopuno-hand-dyed
Lana Grossa Gomitolo Bene 751 Salmon/black brown/yellow/khaki/gray blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","17,65",4.5-5 mm,"60% Schurwolle, 40% Polyacryl",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-bene
Lana Grossa Gomitolo Finito 553 Rose/pale rose/dark green/blackberry,"
Begrenzter Vorrat: 32
","24,54",4.5-5 mm,100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-finito
Lana Grossa Landlust Winterwolle 001 Lemon yellow,"
Begrenzter Vorrat: 10
","8,80",8-9 mm,"50% Merinowolle, 35% Baumwolle, 15% Yak",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-landlust-winterwolle
Lana Grossa Meilenweit 100 Merino Hand-Dyed 307 Humalaya,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","13,72","2,5-3 mm","80% Schurwolle (Merino), 20% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-100-merino-hand-dyed
Lana Grossa Nuvoletta 001 Raw white,"
Lieferbar
","7,82",4-5 mm,"42% Alpakawolle, 42% Merinowolle, 16% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-nuvoletta
Lana Grossa Silkhair Hand-Dyed 607 Champa,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","18,59","4-4,5 mm","70% Mohair, 30% Seide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-silkhair-hand-dyed
Stylecraft Cabaret DK 1095 Underwater Rainbow,"
Lieferbar
","6,54",4 mm,"98% Premium Acryl, 2% Polyester",https://www.wollplatz.de/wolle/stylecraft/stylecraft-cabaret-dk
Lana Grossa Silkhair Degrade 806,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","16,62","4,5-5 mm","70% Mohair, 30% Seide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-silkhair-degrade
Katia Saigon 001 White,"
Lieferbar
","4,82",2 - 4 mm,100% Acryl,https://www.wollplatz.de/wolle/katia/katia-saigon
Katia Cotton 100% 1 White,"
Lieferbar
","3,69",2.5 - 3.5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/katia/katia-cotton
Lana Grossa Gomitolo Versione 424 Dark red purple/bordeaux/eggplant/fuchsia,"
Lieferbar
","19,62","4,5-5 mm","60% Wolle, 40% Polyacryl ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-versione
Budgetyarn Chunky Acrylic 001 White,"
Lieferbar
","1,23",8 mm,100% Acryl,https://www.wollplatz.de/wolle/budgetyarn/budgetyarn-chunky-acrylic
Budgetyarn Like Wool Baby 001 White,"
Lieferbar
","1,23",3 mm,"70% Acryl, 30% Nylon",https://www.wollplatz.de/wolle/budgetyarn/budgetyarn-like-wool-baby
Hoooked RibbonXL Neon 1 Electric Lime,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","12,78",8-12 mm,"70% Baumwolle, 30% Recycelte Fasern",https://www.wollplatz.de/wolle/hoooked/hoooked-ribbon-xl-neon
Katia 50 Mohair Shades 001 Raw,"
Lieferbar
","5,85",3-4 mm,"67% Superkid Mohair, 30% Polyamid, 3% Wolle ",https://www.wollplatz.de/wolle/katia/katia-50-mohair-shades
Katia Alma 300 Grey / Ecru / Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",6.5-7 mm,"93% Merinowolle, 7% Polyamid ",https://www.wollplatz.de/wolle/katia/katia-alma
Katia Baby Jacquard 85 Green water,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,44",4-4.5 mm,"50% Polyamid, 50% Acryl",https://www.wollplatz.de/wolle/katia/katia-baby-jacquard
Katia Eden 100 Roses,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",6.5-7 mm,"63% Merinowolle, 14% Viskose, 10% Mohair, 9% Alpakawolle, 4% Polyamid ",https://www.wollplatz.de/wolle/katia/katia-eden
Katia Sky 082 Dark gray,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",4-4.5 mm,"32% Baumwolle, 30% Merinowolle, 26% Polyamid, 12% Alpakawolle",https://www.wollplatz.de/wolle/katia/katia-sky
Katia Supreme Merino 080 Off-white,"
Lieferbar
","3,88",5.5-6-7 mm,"45% Merinowolle, 45% Acryl, 10% Alpakawolle",https://www.wollplatz.de/wolle/katia/katia-supreme-merino
Katia Yoga 200 Grey / Beige,"
Lieferbar
","6,84",4-5 mm,"45% Baumwolle, 42% Merinowolle, 13% Polyamid",https://www.wollplatz.de/wolle/katia/katia-yoga
Lana Grossa About Berlin Yak Salt 621 Yellow / Bordeaux / Dark Green / Grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","11,75",2.5-3 mm,"65% Wolle, 25% Polyamid, 10% Yak ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-about-berlin-meilenweit-salt
Lana Grossa Bingo Mélange (GOTS) 301 Lilac mottled,"
Begrenzter Vorrat: 1
","5,85",4.5-5.5 mm,100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-bingo-melange-gots
Lana Grossa Colorissimo 003 Red / Petrol / Green / Pink / Bordeaux,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","12,74",4.5-5 mm,100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-colorissimo
Lana Grossa Cool Wool Big Mélange (GOTS) 201 Lilac mottled,"
Begrenzter Vorrat: 6
","5,85",3.5-4 mm,100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cool-wool-big-melange-gots
Lana Grossa Cool Wool Lace 002 Dove Blue,"
Lieferbar
","5,85",2-3 mm,100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cool-wool-lace
Lana Grossa Cool Wool Mélange (GOTS) 101 Lilac mottled,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85",3-3.5 mm,100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cool-wool-melange-gots
Lana Grossa Meilenweit 100 Nessel Everest 5136 Yellow / dark blue / white / green / brown,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",2.5-3 mm,"70% Wolle, 20% Polyamid, 10% Nessel",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-100-nessel-everest
Lana Grossa Meilenweit 100 Sorbetto 6256 Dark blue / Grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79",2.5-3 mm,"75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-100-sorbetto
