,stock,price,needle strength,compilation,url
Katia Catena Merino Fine 256 Pastel green,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,88","3-3,5 mm","78% Merinowolle, 22% Polyamid",https://www.wollplatz.de/wolle/katia/katia-catena-merino-fine
Katia Cotton Alpaca 80 White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,41","3,5-4 mm","85% Baumwolle, 15% Alpakawolle",https://www.wollplatz.de/wolle/katia/katia-cotton-alpaca
Katia Cotton Cashmere 50 Rose,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,39","2,5-3,5 mm","90% Baumwolle, 10% Kaschmir ",https://www.wollplatz.de/wolle/katia/katia-cotton-cashmere
Katia Cotton-Merino 59 Black,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","4,97","4,5 - 5 mm","70% Baumwolle, 30% Schurwolle",https://www.wollplatz.de/wolle/katia/katia-cotton-merino
Katia Cotton-Merino Plus 205 Blue,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","5,85",4.5 / 5 mm,"70% Baumwolle, 30% Schurwolle",https://www.wollplatz.de/wolle/katia/katia-cotton-merino-plus
Katia Cotton-Yak 105 Red,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","3,5-4 mm","60% Baumwolle, 30% Wolle, 10% Yak ",https://www.wollplatz.de/wolle/katia/katia-cotton-yak
Katia Degradé Sun 254 Lila / Red,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,87","3-3,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/katia/katia-degrade-sun
Katia Duomo 95 Light Blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85",4-5 mm,"66% Viskose, 34% Baumwolle",https://www.wollplatz.de/wolle/katia/katia-duomo
Katia Fair Cotton 01 White,"
Lieferbar
","4,62","2,5-3,5 mm",100% Biologische Baumwolle,https://www.wollplatz.de/wolle/katia/katia-fair-cotton
Katia Ingenious Big 072 Very light rose,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79",10-15 mm,"40% Acryl, 30% Mohair, 30% Polyamid",https://www.wollplatz.de/wolle/katia/katia-ingenious-big
Katia Ingenua 2 Black,"
Lieferbar
","7,82","5-5,5 mm","78% Mohair, 13% Polyamid, 9% Merinowolle",https://www.wollplatz.de/wolle/katia/katia-ingenua
Katia Ingenua Tweed 101 Brown,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,18","4,5-5 mm","59% Mohair, 17% Baumwolle, 17% Polyamid, 7% Wolle",https://www.wollplatz.de/wolle/katia/katia-ingenua-tweed
Katia Jaipur Soft 107 Red / Medium Purple / Yellow,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,43",2-2.5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/katia/katia-jaipur-soft
Katia Kena 83 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,93","4,5 - 5 mm","78% Alpakawolle, 22% Polyamid",https://www.wollplatz.de/wolle/katia/katia-kena
Katia Lagom 100 Very light grey,"
Lieferbar
","5,85",4-5 mm,"47% Merinowol, 40% Katoen, 13% Polyamide",https://www.wollplatz.de/wolle/katia/katia-lagom
Katia Lincys 301,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84","3,5-4 mm",100% Leinen,https://www.wollplatz.de/wolle/katia/katia-lincys
Katia Love Denim 106 Khaki,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,39",6-8 mm,"95% Baumwolle, 5% Andere Fasern",https://www.wollplatz.de/wolle/katia/katia-love-denim
Katia Love Wool 102 Medium beige,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,46",12-15 mm,"85% Wolle, 15% Alpakawolle ",https://www.wollplatz.de/wolle/katia/katia-love-wool
Katia Magic Diamonds 050 Brown / Ecru,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","11,75",5-6 mm,"50% Wol, 42% Acryl, 8% Polyamide",https://www.wollplatz.de/wolle/katia/katia-magic-diamonds
Katia Magic Diamonds Flash 104 Brown-Off-white-Rust-Blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","13,72",5-6 mm,"70% Wolle, 20% Acryl, 10% Polyamid",https://www.wollplatz.de/wolle/katia/katia-magic-diamonds-flash
Katia Maxi Merino 4 Brown,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","5,5-6 mm","55% Schurwolle, 45% Acryl ",https://www.wollplatz.de/wolle/katia/katia-maxi-merino
Katia Melody Color 304 Beige / Blue / Grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","13,72","5,5-6 mm","90% Merinowolle, 10% Polyamid",https://www.wollplatz.de/wolle/katia/katia-melody-color
Katia Melody Jacquard Print 505 Off-white-Blue-Ochre,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","14,70","5,5-6 mm","90% Wolle, 10% Polyamid ",https://www.wollplatz.de/wolle/katia/katia-melody-jacquard-print
Katia Merino 100% 2 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","4-4,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/katia/katia-merino-100
Katia Merino Aran 1 White,"
Lieferbar
","6,84","4,5-5,5 mm","52% Merinowolle, 48% Polyacryl",https://www.wollplatz.de/wolle/katia/katia-merino-aran
Katia Merino Baby 1 White,"
Lieferbar
","5,85","3-3,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/katia/katia-merino-baby
Katia Merino Sport 1,"
Lieferbar
","5,85","5-5,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/katia/katia-merino-sport
Katia Merino Tweed 300 Off White,"
Lieferbar
","4,43","4,5-5,5 mm","51% Merinowolle, 43% Acryl, 6% Viskose",https://www.wollplatz.de/wolle/katia/katia-merino-tweed
Katia Montana 070 Sky blue-Stone grey,"
Begrenzter Vorrat: 1
","5,85","5,5-6 mm","32% Wolle, 22% Baumwolle, 21% Polyamid, 15% Viskose, 5% Alpakawolle, 5% Acryl",https://www.wollplatz.de/wolle/katia/katia-montana
Katia Neon 502 Yellow-Green,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","17,21",4-5 mm,"50% Baumwolle, 50% Acryl",https://www.wollplatz.de/wolle/katia/katia-neon
Katia Pisco 403 Dark grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82","4-4,5 mm","90% Alpakawolle, 10% Polyamid ",https://www.wollplatz.de/wolle/katia/katia-pisco
Katia Polar 80 Off White,"
Lieferbar
","8,80",7-8 mm,100% Polyester,https://www.wollplatz.de/wolle/katia/katia-polar
Katia Puno 72,"
Begrenzter Vorrat: 1
","16,67",12-15 mm,"75% Alpaca, 25% Polyamide",https://www.wollplatz.de/wolle/katia/katia-puno
Katia Seta 50 83,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82","3,5-4,5 mm","50% Zijde, 50% Viscose",https://www.wollplatz.de/wolle/katia/katia-seta-50
Katia Silky Lace 150 Fawn brown,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,47","3-3,5 mm","80% Merino Wolle, 20% Seide",https://www.wollplatz.de/wolle/katia/katia-silky-lace
Katia Tencel-Cotton 001 White,"
Lieferbar
","3,44",3-4 mm,"67% Lyocell, 33% Baumwolle",https://www.wollplatz.de/wolle/katia/katia-tencel-cotton
Katia Tout de Suite 100 White,"
Lieferbar
","9,34",12-15 mm,"80% Acryl, 20% Wolle",https://www.wollplatz.de/wolle/katia/katia-tout-de-suite
Katia Twisted Paint 153 Brown / Aqua Blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,80","6-6,5 mm",100% Acryl,https://www.wollplatz.de/wolle/katia/katia-twisted-paint
Katia Ultralight Merino 050 Blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,38",6-7 mm,"93% Merinowolle, 7% Polyamid ",https://www.wollplatz.de/wolle/katia/katia-ultralight-merino
Katia Ultrasoft 50 Off-white,"
Begrenzter Vorrat: 5
","5,41","3-3,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/katia/katia-ultrasoft
Katia Veganette 100 Brown / Mustard / Yellow,"
Begrenzter Vorrat: 4
","5,41","4-4,5 mm","90% Baumwolle, 10% Polyamid",https://www.wollplatz.de/wolle/katia/katia-veganette
Katia Versailles 81 Silver-Off White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,43","3,5-4 mm","97% Viskose, 2% Polyester, 1% Polyamid",https://www.wollplatz.de/wolle/katia/katia-versailles
Lana Grossa 365 Cotone 38,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,87","4,5-5 mm","88% Katoen, 12% Polyamide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-365-cotone
Lana Grossa 365 Yak 27,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84","5-5,5 mm","66% Baumwolle, 12% Yak, 22% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-365-yak
Lana Grossa A Mano 003 Green / Soft Yellow / Grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,87","4,5-5 mm",100% Biologische Baumwolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-a-mano
Lana Grossa About Berlin Funky 002 Cream,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84",4.5-5 mm,"83% Baumwolle, 17% Polyamid ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-about-berlin-funky
Lana Grossa Alcanto 1 Light Beige,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",7-8 mm,"70% Polyester, 30% Polyamide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-alcanto
Lana Grossa Alpaca Peru 200 210 Taupe,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,80","3,5 mm",100% Alpakawolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-alpaca-peru-200
Lana Grossa Alta Moda Alpaca 58,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84",5-6 mm,"90% Baby Alpaca, 5% Scheerwol, 5% Polyamide",https://www.wollplatz.de/wolle/lana-grossa/lanagrossa-altamodaalpaca
Lana Grossa Anima 05 Dark Red Mottled,"
Begrenzter Vorrat: 1
","7,82",5 - 6 mm,"15% Polyamid, 34% Baumwolle, 51% Alpakawolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-anima
Lana Grossa Arioso 16,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",6 mm,46% Baby alpaca - 30% Merino wol - 24% Nylon,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-arioso
Lana Grossa Benessere 009 Yellow Green,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84",6-7 mm,"45% Baumwolle, 32% Alpakawolle, 23% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-benessere
Lana Grossa Bingo 1 Light Grey Mottled,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","4,5-5,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lanagrossa-bingo
Lana Grossa Bingo Mélange,"
Begrenzter Vorrat: 26
","5,85","4,5-5,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-bingo-melange
Lana Grossa Brigitte No.2 001 Green,"
Lieferbar
","8,36","6-6,5 mm","47% Alpakawolle, 45% Baumwolle, 8% Wolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-brigitte-no-2
Lana Grossa Brigitte No.3 1 Yellow,"
Lieferbar
","6,84","5,5-6 mm","40% Mohair, 37% Merinowolle, 23% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-brigitte-no-3
Lana Grossa Capri 001 White,"
Lieferbar
","5,41","3,5-4 mm","55% Baumwolle, 30% Polyamid, 15% Seide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-capri
Lana Grossa Cashseta 1 Light Green,"
Begrenzter Vorrat: 34
","6,84",7 mm,"40% Modal, 30% Polyamid, 15% Kaschmir, 15% Seide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cashseta
Lana Grossa Certo 001 Orange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","6-6,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-certo
Lana Grossa Chilly 001 Nature,"
Begrenzter Vorrat: 1
","6,84",6-7 mm,100% Leinen,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-chilly
Lana Grossa Cloud 28 Terracotta,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",8-9 mm,"80% Alpaca, 14% Merino wol, 6% Polyamide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cloud
Lana Grossa Cool Air 5 Dark Red,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",6-7 mm,"55% Merinowolle, 33% Alpacawolle, 12% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cool-air
Lana Grossa Cool Cotton 9 Orange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,43","5-5,5 mm","93% Baumwolle, 7% Polyester (Elitè)",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cool-cotton
Lana Grossa Cool Wool 411 Vanilla ,"
Lieferbar
","5,85","3-3,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lanagrossa-merinosuperfein
Lana Grossa Cool Wool Big 939 Dark Green,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,41","3,5-4 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cool-wool-big
Lana Grossa Cool Wool Big Melange 330 Antique Pink Mottled,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","3,5-4 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cool-wool-big-melange
Lana Grossa Cool Wool Fine 035 Old,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,41","2,5-3 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cool-wool-fine
Lana Grossa Cool Wool Melange 143 Amber Mottled,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,41","3,5-4 mm",100% Wolle,https://www.wollplatz.de/wolle/lana-grossa/lanagrossa-coolwoolmelange
Lana Grossa Cotton Mix 130 103 Red ,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","2,90","3,5-4 mm","50% Baumwolle, 50% Acryl",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cotton-mix-130
Lana Grossa Cotton Style 3 Camel,"
Begrenzter Vorrat: 1
","5,41",8 mm,100% Baumwolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-cotton-style
Lana Grossa Di Moda 15 Terracotta / Dark Olive / Khaki-Brown,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84","5-5,5 mm","82% Viskose, 18% Polyester",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-di-moda
Lana Grossa Difuso 04,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84","4-4,5 mm","75% Baumwolle, 25% Polyester ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-difuso
Lana Grossa Ecopuno 001 Lead,"
Lieferbar
","8,80","4-4,5 mm","72% Baumwolle, 17% Merino, 11% Alpakawolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-ecopuno
Lana Grossa Elastico 1 White,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","4,87","3,5-4,5 mm","96% Baumwolle, 4% Polyester ",https://www.wollplatz.de/wolle/lana-grossa/lanagrossa-elastico
Lana Grossa Fatto 3 Burgundy,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",6 mm,"62% Merinowolle, 26% Mohair, 12% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-fatto
Lana Grossa Feltro 1 Raw White,"
Lieferbar
","3,44",8 mm,100% Wolle,https://www.wollplatz.de/wolle/lana-grossa/lanagrossa-feltro
Lana Grossa Fourseason 001 Light Blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79","5,5-6 mm","45% Wol, 40% Katoen, 15% Kasjmier",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-fourseason
Lana Grossa Fusione 006 Rose-Raw White Mixed,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,84","6-6,5 mm","30% Baumwolle, 26% Wolle, 25% Alpaka, 19% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-fusione
Lana Grossa Gioia 102 Purple / Light Blue / Olive / Gold / Dark Green / Red / Rose,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79",3.5-4 mm,"50% Wolle, 50% Acryl",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gioia
Lana Grossa Gomitolo Aloha 302 Turquoise / Red / Pistachio / Mustard / Lavendel / Orange,"
Begrenzter Vorrat: 3
","9,79","4,5-5 mm","50% Baumwolle, 50% Viskose",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-aloha
Lana Grossa Gomitolo Denim 017 Yellow-Green,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","24,54","3,5-4 mm","80% Baumwolle, 20% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-denim
Lana Grossa Gomitolo Duo 250 901 Raw White/Light Gray/Medium Gray/Dark Gray,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79",3-4 mm,"45% Wol, 30% Viscose, 25% Polyamide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-duo-250
Lana Grossa Gomitolo Duo 400 803 Natural/Peach/Salmon/Orange/Taupe,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79","2,5-3 mm","45% Wol, 30% Viscose, 25% Polyamide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-duo-400
Lana Grossa Gomitolo Mezzo 121 Orange / Light green / Pink / Purple / Rose / Turquoise / Petrol,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,88",6 mm,"50% Polyacryl, 50% Wol",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-mezzo
Lana Grossa Gomitolo Molto 603,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","17,65","4,5-5 mm","60% Wolle, 40% Polyacryl ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-molto
Lana Grossa Gomitolo Puno 002 Beige / Rose,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","24,54",4 mm,"70% Baumwolle, 19% Merinowolle, 11% Alpakawolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-puno
Lana Grossa Gomitolo Silkhair 202,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","29,01","4,5 - 5 mm","65% Mohair, 30% Seide, 5 % Merinowolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-silkhair
Lana Grossa Gomitolo Summer Tweed 014 Light-/ Dark Gray / Anthracite / Beige / Taupe / Ecru,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","11,75","3,5-4 mm","72% Baumwolle, 20% Viskose, 8% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-gomitolo-summer-tweed
Lana Grossa Lala Berlin Chunky 003 Lobster,"
Begrenzter Vorrat: 1
","8,80",8-9 mm,"80% Wolle, 15% Seide, 5% Polyamid ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-lala-berlin-chunky
Lana Grossa Lala Berlin Furry 001 Raw White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",8-10 mm,"90% Alpakawolle, 10% Polyamid ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-lala-berlin-furry
Lana Grossa Lala Berlin Lovely Cashmere 001 Yolk Yellow,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,79",8-10 mm,"60% Kaschmir, 25% Polyamid, 15% Wolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-lala-berlin-lovely-cashmere
Lana Grossa LaLa Berlin Lovely Fine Tweed 102 Beige,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,80",7 mm,"37% Alpaca, 35% Polyamide, 26% Merino wol, 2% Viscose",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-lala-berlin-lovely-fine-tweed
Lana Grossa Lala Berlin Softness 23 ,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",9 mm,"40% Polyamide, 40% Wol, 20% Mohair",https://www.wollplatz.de/artikel/34422/lana-grossa-lala-berlin-softness.html
Lana Grossa Landlust Merino 120 102,"
Begrenzter Vorrat: 7
","7,82",7-8 mm,"94% Merino wol, 6% Polyamide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-landlust-merino-120
Lana Grossa Landlust Merino 180 202 Pastel Pink,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",5 mm,"94% Merino wol, 6% Polyamide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-landlust-merino-180
Lana Grossa Landlust Sommerseide 001 White,"
Lieferbar
","6,84","3,5-4 mm","50% Seide, 50% Baumwolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-landlust-sommerseide
Lana Grossa Linarte 04 Taupe ,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,43","4-4,5 mm","40% Viskose, 30% Baumwolle, 20% Leinen, 10% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-linarte
Lana Grossa Lunare 2,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85",6-7 mm,"58% Polyester, 42% Katoen",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-lunare
Lana Grossa Mary's Tweed 012 Gray Blue Mottled,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",5 mm,"33% Alpakawolle, 30% Wolle, 25% Polyamid, 11% Seide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-marys-tweed
Lana Grossa Meilenweit 100 1:1 Riga 611 Sand/Green/Orange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82","2,5-3 mm","80%Wol, 20%Polyamide",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-100-1-1-riga
Lana Grossa Meilenweit 100 Cotton Bamboo Spot 2355,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",2.5-3 mm,"40% Baumwolle, 25% Wolle, 20% Bambus, 8% Polyamid, 7% Polyester",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-100-cotton-bamboo-spot
Lana Grossa Meilenweit 100 Soja 001,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82","2,5-3 mm","60% Wol, 20% Polyamide, 20% Soja (Viscose)",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-100-soja
Lana Grossa Meilenweit 6-Fach 150 Mélange 8853,"
Lieferbar
","9,79",3-4 mm,"80% Wolle, 20% Polyamid ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-6-fach150-melange
Lana Grossa Meilenweit 6-Fach 150 Tweed 8816,"
Lieferbar
","10,77",3-4 mm,"80% Wolle, 20% Polyamid ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-6-fach-150-tweed
Lana Grossa Meilenweit 6-Fach 150 Unito 8814,"
Lieferbar
","9,79",3-4 mm,"80% Wolle, 20% Polyamid ",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-meilenweit-6-fach-150-unito
Lana Grossa Merino Uno 001 White,"
Lieferbar
","4,43","4,5-5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-merino-uno
Lana Grossa Mia 001 Nature,"
Begrenzter Vorrat: 1
","6,84","5-5,5 mm","30% Mohair, 26% Wolle, 25% Seide, 19% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-mia
Lana Grossa Micio 4,"
Begrenzter Vorrat: 8
","6,84",7-8 mm,"25% Polyamide, 60% Wol, 15% Kamelenhaar",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-micio
Lana Grossa Mirror Shades 705,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","24,54",4-5 mm,"50% Baumwolle, 50% Merinowolle",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-mirror-shades
Lana Grossa Mohairnuovo 04,"
Begrenzter Vorrat: 4
","5,85",6 mm,"12% Polyamid, 44% Alpakawolle, 44% Mohair",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-mohairnuovo
Lana Grossa Olympia 26,"
Lieferbar
","7,82",8-10 mm,"53% Wolle, 47% Acryl",https://www.wollplatz.de/wolle/lana-grossa/lanagrossa-olympia
Lana Grossa Organico Uni 006 Ecru,"
Lieferbar
","4,87","5-5,5 mm",100% Biologische Baumwolle,https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-organico-uni
Lana Grossa Piuma 009 Jeans / Marine / Grey / Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,82",7-8 mm,"75% Wolle, 15% Alpakawolle, 10% Polyamid",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-piuma
Lana Grossa Ragazza Lei Uni 28 Night Blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,88",12 mm,100% Wolle,https://www.wollplatz.de/wolle/lana-grossa/lanagrossa-ragazzaleiuni
Lana Grossa Scala 06,"
Begrenzter Vorrat: 23
","6,39",6 mm,"39% Polyacryl, 27% Wolle, 22% Polyester, 12% Viskose",https://www.wollplatz.de/wolle/lana-grossa/lana-grossa-scala
